Company_Name,Dependent-Company Status,year of founding,Age of company in years,Internet Activity Score,Short Description of company profile,Industry of company,Focus functions of company,Investors,Employee Count,Employees count MoM change,Has the team size grown,Est. Founding Date,Last Funding Date,Last Funding Amount,Country of company,Continent of company,Number of Investors in Seed,Number of Investors in Angel and or VC,Number of Co-founders,Number of of advisors,Team size Senior leadership,Team size all employees,Presence of a top angel or venture fund in previous round of investment,Number of of repeat investors,Number of  Sales Support material,Worked in top companies,Average size of companies worked for in the past,Have been part of startups in the past?,Have been part of successful startups in the past?,Was he or she partner in Big 5 consulting?,Consulting experience?,Product or service company?,Catering to product/service across verticals,Focus on private or public data?,Focus on consumer data?,Focus on structured or unstructured data,Subscription based business,Cloud or platform based serive/product?,Local or global player,Linear or Non-linear business model,"Capital intensive business e.g. e-commerce, Engineering products and operations can also cause a business to be capital intensive",Number of  of Partners of company,Crowdsourcing based business,Crowdfunding based business,Machine Learning based business,Predictive Analytics business,Speech analytics business,Prescriptive analytics business,Big Data Business,Cross-Channel Analytics/ marketing channels,Owns data or not? (monetization of data) e.g. Factual,Is the company an aggregator/market place? e.g. Bluekai,Online or offline venture - physical location based business or online venture?,B2C or B2B venture?,Top forums like 'Tech crunch' or 'Venture beat' talking about the company/model - How much is it being talked about?,Average Years of experience for founder and co founder,Exposure across the globe,Breadth of experience across verticals,Highest education,Years of education,Specialization of highest education,Relevance of education to venture,Relevance of experience to venture,Degree from a Tier 1 or Tier 2 university?,Renowned in professional circle,Experience in selling and building products,Experience in Fortune 100 organizations,Experience in Fortune 500 organizations,Experience in Fortune 1000 organizations,Top management similarity,Number of Recognitions for Founders and Co-founders,Number of  of Research publications,Skills score,Team Composition score,Dificulty of Obtaining Work force,Pricing Strategy,Hyper localisation,Time to market service or product,Employee benefits and salary structures,Long term relationship with other founders,Proprietary or patent position (competitive position),Barriers of entry for the competitors,Company awards,Controversial history of founder or co founder,Legal risk and intellectual property,Client Reputation,google page rank of company website,Technical proficiencies to analyse and interpret unstructured data,Solutions offered,Invested through global incubation competitions?,Industry trend in investing,Disruptiveness of technology,Number of Direct competitors,Employees per year of company existence,Last round of funding received (in milionUSD),"Survival through recession, based on existence of the company through recession times",Time to 1st investment (in months),"Avg time to investment - average across all rounds, measured from previous investment",Gartner hype cycle stage,Time to maturity of technology (in years),Percent_skill_Entrepreneurship,Percent_skill_Operations,Percent_skill_Engineering,Percent_skill_Marketing,Percent_skill_Leadership,Percent_skill_Data Science,Percent_skill_Business Strategy,Percent_skill_Product Management,Percent_skill_Sales,Percent_skill_Domain,Percent_skill_Law,Percent_skill_Consulting,Percent_skill_Finance,Percent_skill_Investment,Renown score
Company298,Failed,2009,5,-8,Social Video Marketing Platform,Analytics|Advertising,media,Joe Morgan|Ernest Hodge,,,No,11/20/2009,8/5/2011,250000,United States,North America,0,2,2,0,3,4,No,0,Nothing,No,Large,Yes,Yes,No,Yes,Service,No,no,No,no,No,Platform,local,Non-Linear,No,None,No,No,No,No,No,No,No,No,No,Yes,Online,B2B,Low,Medium,No,Medium,PhD,25,physics,Yes,No,Tier_1,90,Medium,0,0,0,None,0,None,25,Low,Low,Yes,No,Low,No Info,No,No,No,No,No,No,No Info,14539082,No,Yes,No,3,Medium,0,1,0.25,Not Applicable,22,22,Trigger,2 to 5,11.76470588,0,5.882352941,52.94117647,0,0,23.52941176,5.882352941,0,0,0,0,0,0,4
Company300,Success,2010,4,-309,Cloud-based website acceleration,Cloud Computing|Analytics,cloud computing,500 Startups|K9 Ventures|Trinity Ventures|Naval Ravikant,3,0,No,11/1/2010,9/6/2011,584988,United States,North America,1,0,2,0,2,10,No Info,0,medium,No,Small,Yes,Yes,No,Yes,Service,Yes,Public,No,Unstructured,Yes,Both,No Info,Non-Linear,No,Few,No,No,No,No,No,No,No,No,No,No,Online,B2B,Medium,Medium,Yes,Medium,No Info,No Info,TECH,Yes,Yes,None,500,High,1,0,0,None,0,Many,31,Low,Medium,No,No,Low,No Info,No,No,No,No,No,Yes,Low,819284,No,Yes,No,2,Low,0,3.3,0.584988,Not Applicable,12,12,,,6.25,0,75,0,0,0,12.5,6.25,0,0,0,0,0,0,1
Company301,Success,2011,3,101,TripAdvisor for hotel prices.,Travel|Deals|Analytics|Hospitality,sale,Foresight Ventures|Bright Capital|TechStars,4,33,No,9/1/2011,5/17/2012,118000,United States,North America,3,0,3,0,3,8,No,1,medium,No,Medium,Yes,Yes,No,No,Service,Yes,Public,No,Structured,Yes,Both,No Info,Non-Linear,No,None,No,No,No,No,No,No,No,No,No,Yes,Online,B2C,None,High,No,Low,Masters,21,management,Yes,Yes,Tier_1,500,High,0,0,0,None,133,None,27,Low,Low,No,No,Medium,No Info,No,No,No,No,No,Yes,Low,829576,No,Yes,No,2,Low,0,4,0.118,Not Applicable,1,5,,,9.920634921,7.142857143,5.555555556,11.9047619,2.777777778,9.126984127,16.26984127,2.777777778,9.920634921,21.03174603,0,0,3.571428571,0,6
Company303,Success,2010,4,-10,Social curation & commerce,E-Commerce|Analytics|Network / Hosting / Infrastructure,social commerce,New York Angels,,,No,2/5/2010,10/11/2011,1320384,United States,North America,0,0,2,0,2,3,No,0,low,No,Medium,Yes,Yes,No,Yes,Service,Yes,no,No,no,No,none,GLOBAL,Linear,No,None,No,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Online,B2B,Low,High,Yes,Low,Masters,21,MGMT,Yes,Yes,Both,500,High,1,1,1,Medium,148,Many,31,Low,Low,No,No,Low,No Info,No,No,No,No,No,Yes,No Info,816385,Yes,Yes,No,2,Low,0,1,1.320384,Not Applicable,22,22,Plateau,0 to 2,6.25,12.5,0,6.25,0,0,0,0,25,0,0,0,37.5,12.5,4
Company304,Success,2009,5,-45,On Demand Consumer Research ,Analytics|Advertising|Marketing|Entertainment|Media|Mobile,marketing,,5,0,No,3/1/2009,1/1/2012,1400000,United States,North America,1,0,3,1,5,3,No,0,low,No,Medium,Yes,Yes,No,Yes,Service,Yes,Public,No,Unstructured,Yes,Both,GLOBAL,Linear,No,None,No,Yes,No,No,No,No,No,No,No,No,Online,B2B,Low,Medium,No,Medium,Masters,21,finance,Yes,Yes,Tier_2,500,Medium,0,0,0,None,262,Many,38,Medium,Medium,No,No,Medium,No Info,No,No,No,No,No,Yes,No Info,17173041,Yes,No,No,2,Low,0,0.75,1.4,Not Applicable,34,34,Peak,2 to 5,16.66666667,5.555555556,0,5.555555556,5.555555556,11.11111111,11.11111111,0,11.11111111,5.555555556,5.555555556,0,11.11111111,11.11111111,2
Company305,Success,2010,4,92,Display Advertising Platform,Analytics|Advertising|Mobile,analytics,iNovia Capital|Greycroft Partners|Neu Venture Capital|Brian S. Cohen|Phil Grieshaber|John Taysom|Justin Siegel|Jeffrey Silverman|Jerry Newman,8,33,No,5/5/2010,2/10/2012,1530000,United States,North America,0,1,2,0,3,50,Yes,0,low,No,Medium,Yes,Yes,No,No,Service,Yes,Public,No,Both,Yes,Both,GLOBAL,Linear,Yes,None,No,Yes,No,No,Yes,No,Yes,No,No,No,Online,B2B,Low,High,Yes,Medium,Bachelors,18,MGM,Yes,Yes,Both,500,High,1,1,1,Medium,0,Many,35,Low,Low,No,No,Medium,No Info,No,No,No,No,No,Yes,No Info,816385,Yes,No,No,3,Medium,0,16.6,1.53,Not Applicable,12,4.75,Slope,2 to 5,2.777777778,0,8.333333333,27.77777778,0,5.555555556,2.777777778,0,0,2.777777778,0,0,0,0,5
Company306,Success,2010,4,-375,Private news feeds for teams and busines,Analytics|Mobile|Media|Enterprise Software,operation,Detroit Venture Partners|Scott Belsky|Ludlow Ventures|JFJF Ventures,,,Yes,10/1/2010,9/1/2012,1100000,United States,North America,4,0,4,3,8,10,No,4,low,No,Small,Yes,Yes,No,No,Service,No,Public,No,Structured,Yes,Platform,LOCAL,Linear,No,None,No,Yes,Yes,No,Yes,No,No,No,Yes,No,Online,B2C,Medium,Medium,Yes,Low,Bachelors,18,tech,Yes,Yes,None,500,High,0,0,0,Medium,157,None,30,High,Low,No,No,Low,No Info,No,No,No,No,No,No,Low,1400959,Yes,No,No,3,Low,0,3.3,1.1,Not Applicable,6,5.633333333,,,2.777777778,3.571428571,54.36507937,5.555555556,0,7.142857143,2.777777778,21.03174603,2.777777778,0,0,0,0,0,7
Company308,Success,2010,4,-16,Delivering Return on Social,E-Commerce|Analytics|Marketing,social media marketing,GSV Capital,6,0,No,11/1/2010,4/12/2012,2669209,United States,North America,0,2,2,0,4,15,Yes,1,medium,No,Medium,Yes,Yes,No,No,Product,No,Public,No,Structured,Yes,Both,GLOBAL,Non-Linear,Yes,Few,No,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Online,B2B,Low,Medium,Yes,Low,PhD,25,TECH,Yes,Yes,Both,500,High,1,1,1,Medium,0,None,44,High,Low,No,Yes,Low,No Info,No,No,No,No,No,No,Low,No Info,No,No,No,3,Medium,0,5,2.669209,Not Applicable,5,2.266666667,Plateau,0 to 2,0,0,0,72.22222222,0,16.66666667,5.555555556,0,0,5.555555556,0,0,0,0,5
Company309,Success,2011,3,272,,Analytics|Search|Hospitality,marketing,Gil Elbaz|Bruno Bowden|Jeff Hammerbacher|Dharmesh Shah|Michael Abbott|Andrew McCollum|Ed Roberts|Jean Hammond|Matt Ocko|Quotidian Ventures|General Catalyst Partners|Lowercase Capital|Lightbank|SV Angel|Naval Ravikant|Babak Nivi,25,9,yes,1/1/2011,4/23/2012,4000000,United States,North America,10,8,3,0,8,50,No,0,medium,No,Medium,Yes,Yes,No,Yes,Service,Yes,Public,Yes,Structured,Yes,Both,GLOBAL,Non-Linear,No,Few,No,No,No,No,No,Yes,Yes,No,Yes,No,Online,B2B,Medium,High,No,Low,Masters,21,management,Yes,Yes,Both,500,Low,0,0,0,None,196,None,36,Low,Low,No,No,Low,No Info,No,No,No,No,No,Yes,No Info,105893,Yes,Yes,No,3,High,3,25,4,Not Applicable,8,3.816666667,Peak,2 to 5,11.76470588,0,5.882352941,23.52941176,5.882352941,11.76470588,17.64705882,5.882352941,5.882352941,0,0,0,5.882352941,5.882352941,2
Company310,Success,2007,7,-173,In-game Payment Solutions,Advertising|Social Networking|Analytics|Gaming,operation,Steamboat Ventures|The Mail Room Fund|Greycroft Partners|Launchpad LA|AT&T,8,0,yes,9/1/2007,10/16/2009,4000000,United States,North America,0,0,2,1,6,50,Yes,3,medium,No,Medium,Yes,Yes,No,No,Product,Yes,Both,Yes,Both,Yes,none,GLOBAL,Non-Linear,No,Few,No,Yes,Yes,No,No,Yes,Yes,No,No,No,Online,B2B,Medium,Low,Yes,Low,Masters,21,management,Yes,Yes,Tier_1,500,Low,0,0,0,None,200,None,35,High,Low,No,No,Medium,No Info,No,No,Yes,No,No,Yes,Low,1336317,No,Yes,No,4,Medium,2,8.3,4,Yes,9,5.777777778,Peak,2 to 5,11.76470588,0,11.76470588,11.76470588,5.882352941,5.882352941,29.41176471,0,11.76470588,11.76470588,0,0,0,0,6
Company311,Success,2009,5,110,Big Data Solutions,Cloud Computing|Social Networking|Analytics,social network,Stage One Capital|Mercury Fund|ff Venture Capital|Dundee Venture Capital|MFI Capital,39,8,Yes,7/14/2009,6/4/2013,595000,United States,North America,0,1,3,1,5,50,Yes,1,low,No,Medium,Yes,Yes,No,No,Product,Yes,Both,Yes,Both,Yes,none,GLOBAL,Non-Linear,Yes,Few,No,Yes,Yes,No,No,Yes,Yes,No,No,No,Online,B2B,Medium,Medium,Yes,Medium,Masters,21,management,No,No,Both,500,High,0,0,0,None,173,None,28,Low,Low,No,No,Low,No Info,No,No,No,No,No,No,Low,157602,No,Yes,No,3,Medium,4,12.5,0.595,Not Applicable,1,5.522222222,Peak,2 to 5,6.637989204,6.25,50.78391681,3.947368421,4.714912281,11.5022426,10.13286894,1.315789474,3.399122807,0,0,0,0,1.315789474,9
Company312,Success,2011,3,484,iOS and Android Crash Reporting,Analytics|Mobile|Enterprise Software|Software Development,N,Flybridge Capital Partners|Baseline Ventures|CommonAngels|David Chang|Jennifer Lum|Lars Albright|Ty Danco|Roy Rodenstein|Joe Caruso|David S. Chang,6,-14,yes,2/1/2011,4/10/2012,5000000,United States,North America,11,0,1,0,1,50,No,0,low,Yes,Medium,Yes,Yes,No,Yes,Product,No,Public,No,Unstructured,Yes,none,GLOBAL,Non-Linear,Yes,Few,No,Yes,No,No,No,Yes,No,No,No,No,Online,B2B,High,High,Yes,Medium,Bachelors,18,technology,Yes,Yes,Both,500,Low,1,1,1,None,160,None,34,Medium,High,No,No,Low,No Info,No,No,No,No,No,No,Low,38521,Yes,Yes,No,2,Medium,0,25,5,Not Applicable,6,3,,,16.66666667,0,27.77777778,16.66666667,0,0,11.11111111,22.22222222,5.555555556,0,0,0,0,0,4
Company313,Success,2007,7,-136,,Analytics,PUBLISHING,Rho Capital Partners,3,50,No,12/1/2007,3/30/2012,750000,United States,North America,0,0,1,6,2,50,No,0,low,No,Medium,Yes,Yes,No,Yes,Product,No,Public,No,Structured,Yes,Both,GLOBAL,Linear,No,None,No,No,No,Yes,No,Yes,Yes,No,No,No,Online,B2B,Medium,High,Yes,Low,Bachelors,18,jd,No,Yes,Both,500,High,1,0,0,None,408,Many,23,Low,Low,Yes,No,Low,No Info,No,No,No,No,No,No,Low,No Info,Yes,Yes,No,3,Medium,3,8.3,0.75,Yes,10,8.706666667,Peak,2 to 5,11.11111111,5.555555556,0,33.33333333,0,5.555555556,22.22222222,5.555555556,0,5.555555556,0,0,0,11.11111111,0
Company315,Success,2005,9,-14,Web Site Testing & Personalization,Analytics,\,Gemini Israel ventures|Carmel Ventures|Viola Group,4,0,No,5/15/2005,10/5/2011,7400000,United States,North America,0,0,2,0,6,40,No,0,low,No,Small,Yes,Yes,No,Yes,Service,Yes,Public,No,Structured,Yes,Both,GLOBAL,Non-Linear,Yes,None,No,Yes,Yes,No,No,Yes,Yes,No,No,No,Online,B2B,Low,High,Yes,Low,Masters,21,MGMT,Yes,No,None,500,High,0,0,0,None,150,None,28,Medium,Low,No,No,Medium,No Info,No,No,No,No,No,No,Low,5835588,No,Yes,No,3,High,2,5,7.4,Yes,6,23.36666667,Trigger,2 to 5,11.76470588,0,41.17647059,11.76470588,0,0,17.64705882,5.882352941,5.882352941,5.882352941,0,0,0,0,5
Company316,Success,2010,4,136,,Analytics,GLOBAL,Sequoia Capital|Magma Venture Partners|Horizons Ventures|Motorola Solutions Venture Capital,13,-13,No,1/1/2010,1/24/2012,10000000,United States,North America,0,0,2,1,6,40,Yes,2,low,Yes,Small,Yes,Yes,No,Yes,Service,Yes,Public,No,Both,No,Both,No Info,Non-Linear,Yes,None,No,No,Yes,Yes,No,No,Yes,No,Yes,Yes,Online,B2B,None,High,Yes,Medium,Masters,21,management,Yes,Yes,None,500,Medium,0,0,0,None,0,None,9,High,Low,No,No,Low,No Info,No,No,No,Yes,No,No,Low,186669,Yes,Yes,No,4,High,0,13.3,10,Not Applicable,17,5,Slope,2 to 5,7.142857143,0,14.28571429,0,0,0,7.142857143,7.142857143,0,14.28571429,0,0,0,0,11
Company317,Success,2005,9,327,Music Intelligence Company,Music|Search|Analytics,Music intelligece,Commonwealth Capital Ventures|Matrix Partners|Norwest Venture Partners|Jim Pallotta,83,2,Yes,7/14/2005,7/12/2012,17300000,United States,North America,0,0,2,3,7,65,Yes,0,medium,No,Small,No,No,No,Yes,Service,No,Public,No,no,Yes,Platform,global,Non-Linear,Yes,None,Yes,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Online,B2B,Medium,High,Yes,Low,PhD,25,PHD,Yes,Yes,Tier_1,500,Medium,0,0,0,None,1,None,15,High,Low,No,No,Low,No Info,No,No,No,Yes,No,No,No Info,54162,Yes,Yes,No,3,Medium,5,8.125,17.3,Yes,24,11.68333333,Trigger,2 to 5,3.333333333,3.333333333,23.33333333,0,0,26.66666667,0,0,0,10,0,0,0,0,2
Company320,Success,2005,9,1,Analytic database systems,Analytics,Data driven applications,David Cheriton|Anand Rajaraman|Ron Conway|First Round Capital|SV Angel|Sequoia Capital|Cambrian Ventures|Jafco Ventures|Institutional Venture Partners,,,Yes,7/1/2005,9/22/2010,30000000,United States,North America,0,4,3,1,6,50,Yes,1,medium,No,Medium,Yes,Yes,No,No,Service,Yes,Both,No,Both,No,Platform,GLOBAL,Linear,No,None,Yes,No,No,No,Yes,No,Yes,No,Yes,Yes,Online,B2B,Medium,High,Yes,Low,PhD,25,phd,Yes,Yes,Tier_1,500,High,1,1,0,None,4,Many,40,Low,Medium,No,No,Medium,No Info,No,No,No,No,No,No,Low,583509,No,Yes,No,4,Medium,0,6.25,30,Yes,7,14.88333333,Trigger,2 to 5,1.851851852,1.851851852,51.85185185,0,0,9.259259259,1.851851852,0,0,0,0,0,0,0,5
Company321,Success,2008,6,0,mobile development tools,Advertising|Analytics,IPHONE APPS,W Media Ventures|First Round Capital|Union Square Ventures|Dave Morgan|Michael Yavonditte|Sharkey Goldstein Capital|Neu Venture Capital,,,No,4/1/2008,1/6/2010,560001,United States,North America,6,0,3,1,5,34,No,1,medium,Yes,Medium,Yes,Yes,No,No,Service,No,Public,No,Structured,No,Both,GLOBAL,Linear,No,None,No,No,No,No,No,No,Yes,No,Yes,No,Online,B2C,Medium,High,Yes,Low,Masters,21,ma,No,Yes,Tier_1,500,High,1,0,0,None,0,None,21,High,Low,No,No,Low,No Info,No,No,No,No,No,No,No Info,No Info,Yes,Yes,No,4,High,2,6.8,0.560001,Yes,2,6.833333333,Plateau,0 to 2,3.571428571,2.941176471,39.28571429,14.70588235,0,15.96638655,8.823529412,2.941176471,2.941176471,8.823529412,0,0,0,0,6
Company322,Success,2005,9,-5,Data analytics,Analytics,analytics,Diamondhead Ventures|ONSET Ventures|UPS Strategic Enterprise Fund,1,0,No,1/1/2005,7/20/2009,3000000,United States,North America,3,0,2,2,5,30,No,1,low,Yes,Small,Yes,Yes,No,No,Product,Yes,Public,No,Structured,No,none,GLOBAL,Non-Linear,No,None,No,No,No,No,No,No,Yes,No,No,No,Online,B2B,Low,High,No,Low,No Info,No Info,,No Info,Yes,None,38,High,0,1,1,None,0,None,18,Low,Low,No,No,Low,No Info,No,No,Yes,No,No,No,No Info,No Info,Yes,Yes,No,3,Medium,0,3.75,3,Yes,50,50,Trigger,2 to 5,0,0,93.33333333,0,0,0,6.666666667,0,0,0,0,0,0,0,7
Company323,Failed,2008,6,2,Peer-to-Peer Student Loans,Education|Analytics|Finance|Social Networking,finance,Josh Mailman|Radcliff Group,4,0,No,1/1/2008,6/19/2009,2500000,United States,North America,2,0,2,1,2,10,Yes,0,low,No,Medium,Yes,Yes,No,Yes,Service,Yes,Public,No,Structured,No,Both,Local,Linear,Yes,None,No,No,No,No,No,No,No,No,No,No,Offline,B2B,Low,High,No,Medium,Bachelors,18,management,Yes,Yes,Tier_1,500,High,0,0,0,None,150,None,25,Low,Low,No,No,Low,No Info,No,No,Yes,No,No,Yes,No Info,5092265,Yes,Yes,No,2,Medium,6,2,2.5,No,20,20,Plateau,0 to 2,11.11111111,16.66666667,0,0,11.11111111,5.555555556,22.22222222,5.555555556,5.555555556,0,0,0,16.66666667,5.555555556,0
Company325,Success,2007,7,413,Data Activation System,Analytics|Marketing,Marketing,Battery Ventures|Redpoint Ventures|Hadi Partovi|Ali Partovi|e.ventures|Satya Patel|Redpoint eVentures|Split Rock Partners|GGV Capital ,168,4,No,1/1/2007,1/20/2012,15000000,United States,North America,0,0,1,2,11,200,Yes,0,low,No,Small,Yes,Yes,No,Yes,Product,Yes,Public,No,no,No,none,global,Linear,No,None,No,Yes,Yes,No,No,No,Yes,Yes,No,Yes,Online,B2B,Medium,High,Yes,Low,Masters,21,TECH,Yes,Yes,Both,500,Medium,0,1,1,Medium,109,None,26,Low,Low,No,No,Low,No Info,No,No,No,No,No,No,No Info,43814,Yes,Yes,No,1,Low,0,33.3,15,Yes,16,11.575,Plateau,0 to 2,11.11111111,0,0,55.55555556,0,11.11111111,16.66666667,5.555555556,0,0,0,0,0,0,3
Company326,Success,2005,9,-20,Security Intelligence and Analytics,Security|Analytics,TECHNOLOGY,Canopy Ventures|Allegis Capital|Trident Capital|Canopy Group|Dry Canyon Holdings|Intel Capital|Cross Creek Capital,67,-1,No,1/1/2005,1/30/2012,20000000,United States,North America,0,0,3,1,3,200,Yes,2,medium,No,Small,No,No,No,No,Product,Yes,Both,No,Both,No,Both,global,Linear,No,None,No,No,Yes,Yes,No,No,Yes,No,No,No,Online,B2B,Medium,High,Yes,Low,Masters,21,MBA,No,Yes,Tier_2,500,Medium,1,1,0,None,320,None,12,Medium,Low,No,No,Low,No Info,No,No,No,No,No,No,Low,840553,Yes,Yes,No,1,High,0,25,20,Yes,21,7.911111111,Trigger,2 to 5,9.090909091,0,36.36363636,9.090909091,0,0,18.18181818,9.090909091,18.18181818,0,0,0,0,0,2
Company328,Failed,2009,5,-104,Social Media,Advertising|E-Commerce|Analytics|Marketing,MARKETING,New Enterprise Associates|IndoUS Venture Partners|TriplePoint Capital|Jim Clark|Mike Ramsay|Presidio Ventures,20,-5,yes,1/1/2009,2/16/2012,6000000,United States,North America,7,0,2,1,8,50,No Info,2,low,No,Small,Yes,Yes,No,Yes,Service,No,Public,No,Structured,Yes,Both,local,Non-Linear,No,None,No,No,No,No,No,No,No,No,No,No,Online,B2B,Medium,High,Yes,Low,Masters,21,mba,No,No,Both,500,Low,1,1,1,Medium,500,None,25,Low,Low,No,No,Low,No Info,No,No,Yes,No,No,No,No Info,6405946,No,Yes,No,2,Low,0,12.5,6,Not Applicable,8,9.688888889,Plateau,0 to 2,8.333333333,0,47.22222222,2.777777778,0,2.777777778,19.44444444,5.555555556,2.777777778,2.777777778,0,0,5.555555556,2.777777778,10
Company329,Success,2009,5,-75,Customer Experience Software,Analytics,analytics,Accel Partners,23,-4,yes,1/1/2009,11/1/2011,11000000,United States,North America,0,0,1,1,7,50,Yes,1,low,No,Small,No,No,No,Yes,Product,No,Public,No,Both,Yes,Both,No Info,No Info,No Info,None,No,No,No,Yes,No,Yes,Yes,No,No,No,Online,B2B,Medium,High,Yes,Low,Masters,21,mba,No,No,Both,500,High,1,1,1,Medium,216,None,14,High,Medium,No,No,Medium,No Info,No,No,Yes,No,No,Yes,Low,20635527,No,Yes,No,2,Low,0,12.5,11,Not Applicable,8,12.61666667,Trough,2 to 5,2.777777778,0,8.333333333,8.333333333,2.777777778,11.11111111,8.333333333,2.777777778,2.777777778,2.777777778,0,0,0,0,1
Company331,Success,2008,6,106,Consumer Location Analytics,Analytics,MARKETING,Gabriell Weinberg|David Cancel|Joshua Schachter|Roy Rodenstein|Project 11 Ventures,16,7,No,7/1/2008,7/7/2012,100000,United States,North America,1,4,3,1,3,50,Yes,0,low,No,Small,Yes,Yes,No,No,Service,No,Public,No,Structured,Yes,none,LOCAL,Linear,No,None,No,No,Yes,Yes,No,No,Yes,No,No,No,Online,B2B,Medium,High,No,Low,PhD,25,phd,Yes,Yes,Tier_1,500,High,0,0,0,None,96,None,24,Low,Medium,No,No,Low,No Info,No,No,Yes,No,No,No,Low,1877770,No,Yes,No,1,Medium,0,12.5,0.1,Yes,23,2.626666667,Trigger,5 to 10,2.941176471,0,29.41176471,0,2.941176471,5.882352941,5.882352941,0,0,0,0,0,0,2.941176471,3
Company332,Success,2007,7,66,Big Data Capture and Analytics,Analytics,NETWORK OPTIMIZATION,Meakem Becker Venture Capital,6,0,No,4/1/2007,4/27/2012,5000000,United States,North America,0,0,2,0,4,50,No Info,1,low,No,Medium,Yes,Yes,No,Yes,Service,Yes,Both,No,Both,Yes,none,GLOBAL,Linear,No,None,No,No,Yes,Yes,No,No,Yes,No,No,No,Online,B2B,Low,High,Yes,Low,Bachelors,18,NG,Yes,Yes,Tier_2,367,Low,1,1,0,None,2,None,34,High,Medium,No,Yes,Low,No Info,No,No,Yes,Yes,No,Yes,No Info,2871443,No,Yes,No,2,Medium,4,8.3,5,Yes,24,18.7,Trigger,5 to 10,5.555555556,0,38.88888889,0,5.555555556,11.11111111,16.66666667,5.555555556,5.555555556,11.11111111,0,0,0,0,5
Company333,Failed,2010,4,-1,Backup.Deliver.Trend cloud data,Analytics|Enterprise Software,PRIVACY,,15,-100,No,1/1/2010,5/31/2011,30000,United States,North America,1,0,1,0,1,10,No Info,1,low,No,Small,Yes,Yes,No,Yes,Service,Yes,Public,No,Both,Yes,Both,GLOBAL,Linear,No,None,No,No,No,No,Yes,No,No,No,No,No,Online,B2B,Low,High,Yes,Low,No Info,No Info,,No Info,Yes,No Info,500,Low,1,1,0,None,1,Few,25,High,Low,No,Yes,Low,No Info,No,No,Yes,No,No,Yes,No Info,5631525,Yes,No,No,2,Medium,1,2.5,0.03,Not Applicable,14,14,Trigger,2 to 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Company334,Success,2012,2,-6,Predictive Analytics,Advertising|Entertainment|Media|Analytics,TARGETING OPTIMIZE,MassChallenge,1,,No,4/1/2012,10/23/2012,50000,United States,North America,1,0,1,0,3,10,No Info,1,medium,Yes,Large,Yes,Yes,No,Yes,Service,Yes,Public,No,Both,Yes,none,GLOBAL,Linear,No,None,No,No,Yes,Yes,No,No,Yes,No,No,No,Online,B2B,Low,High,Yes,Low,Bachelors,18,MENG,Yes,Yes,Both,500,Low,1,1,1,Medium,0,None,22,Low,Medium,No,Yes,Low,No Info,No,No,Yes,No,No,Yes,No Info,No Info,No,No,No,1,Low,0,10,0.05,Not Applicable,14,14,Plateau,0 to 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Company372,Success,2010,4,154,Predictive Analytics for Online Media,Media|Analytics,analytics,Lerer Ventures|SV Angel|Kima Ventures|NYC Seed|IA Ventures|SoftBank,5,0,No,3/1/2010,1/26/2012,1700000,United States,North America,4,0,2,0,3,3,No,0,Nothing,No,Small,Yes,No,No,Yes,Product,No,Both,Yes,no,No,Platform,local,Non-Linear,No,None,No,No,No,No,Yes,No,No,No,No,No,Online,B2B,Low,High,No,Low,Bachelors,18,fine arts,Yes,No,None,246,None,0,0,0,None,1,None,25,Low,Low,No,No,Low,No Info,No,No,No,No,No,No,Medium,327029,No,No,No Info,3,Medium,0,No Info,1.7,Not Applicable,12,5,Peak,2 to 5,15.03267974,0,7.843137255,24.18300654,0,27.58169935,10.32679739,4.183006536,2.222222222,6.666666667,0,0,0,1.960784314,6
Company373,Success,2008,6,3,,,analytics,Rho Capital Partners,2,0,No,10/1/2008,7/7/2010,3750000,United States,North America,0,0,3,0,3,3,No,0,low,No,Small,Yes,Yes,No,Yes,Product,No,Both,No,no,No,Platform,local,Non-Linear,No,None,No,No,No,No,No,No,No,No,No,No,Online,B2B,Low,High,No,Medium,Masters,21,business,Yes,No,Tier_1,500,Medium,0,0,0,None,0,None,14,Low,Low,Yes,No,Low,No Info,No,No,Yes,No,No,No,Low,No Info,No,No,No Info,4,High,0,No Info,3.75,Yes,20,No Info,Trigger,2 to 5,7.326007326,0,4.945054945,19.78021978,4.761904762,12.63736264,9.706959707,5.128205128,2.380952381,0,0,0,0,0,0
